player_id,component1,component2,component3,component4,component5,component6,component7,component8,component9,component10,component11,component12,component13,component14,component15,component16,component17,component18
36,0.019619719510930115,0.0061357963697356195,0.007765567948926605,0.010111440937078204,0.0,0.006540680204177961,0.0007174458147053899,0.01274604876106024,0.0,0.019479761001599257,0.003614004616825949,0.06614617838590137,0.0,0.056944429369787504,0.0016220731241956769,0.008670611034969338,0.12327148646404526,0.4584132823490814
38,0.0,0.002750929092989086,0.02700681599836882,0.01430260355376775,0.1382236484680781,0.0,0.04260123533476419,0.0,0.0,0.0,0.02574514652947968,0.031470406242995505,0.030079363500172557,0.024358930899787228,0.374579168847852,0.13502906661737352,0.0,0.0
45,0.0011523338360723764,0.012663938595942116,0.0,0.0,0.0,0.04609992040163139,0.0,0.06340246107601903,0.0,0.05737826890924335,0.0,0.030574670595000273,0.0,0.0,0.0,0.0,0.2560708082894517,0.14490838907443418
48,0.0025399286309266897,0.0035636227738757844,0.017307363802792956,0.008026933730037267,0.014956974304402189,0.0,0.019537428692230484,0.0007845138937170776,0.0,0.0,0.0,0.04926249126234155,0.030324221837097227,0.0844823346342674,0.13258553096967193,0.34541041005000955,0.0,0.0
54,0.029160508348800684,0.02771369843987536,0.04138947067270727,0.014367057343814162,0.022473387061671842,0.03738839932674871,0.014773292606945272,0.03228460520935232,0.04796556045908856,0.025276579917503508,0.004039967762201997,0.033853379241084905,0.018448910780860184,0.3685992163086128,0.03012084023555601,0.0022475381041033313,0.10321649394291824,0.0016134070390294174
56,0.0019725259623995183,0.014296602989267378,0.0009498784996131079,0.0,0.032131608342155574,0.0,0.012830139571221333,0.013725459302711799,0.027045189655640997,0.01819667686808892,0.017985219772616648,0.030794172245157885,0.0,0.13366429576541372,0.03905251501019603,0.042626932949724056,0.06356085888564043,0.02649155711412812
66,0.04134104399979569,0.006393026235303705,0.0,0.0,0.0,0.008593146353792354,0.0,0.00013113077277444684,0.051209657135447575,0.028765865226119205,0.0,0.004796136432615564,0.0010112530414134702,0.07271265717842025,0.010113472257506822,0.0030945940243285158,0.04568095154587996,0.007175528131959749
74,0.004669948491781422,0.0,0.0,0.0025674909607544044,0.0001261893577664669,0.0,0.003679763159479197,4.52543901493986e-06,0.0,0.0,0.0,0.05701778313519326,0.014810505717363058,0.06467581725301334,0.0,0.560164794429917,0.0,0.019307636406448062
77,0.01505233563296827,0.0,0.00875848989157568,0.008434976777168838,0.000253114403454747,0.0009278249805022542,0.009269284255783413,0.0007449894268423716,0.0,0.0,0.0,0.08428725061874054,0.01970157878577687,0.050426172049106134,0.034346029079567034,0.3928875010413586,0.0,0.02266639576338391
91,0.025601838073605835,0.012840955701786727,0.031156712810240617,0.10741142375819221,0.0,0.05253054647623585,0.0,0.009737972462225538,0.03132555892609364,0.056552623910535886,0.0,0.004122725499931802,0.005231849854347269,0.06622552861731995,0.0,0.011175322641822277,0.13073103766106112,0.04556954731705922
93,0.02543139229734705,0.021192133822856545,0.014274228745895222,0.006784492504398393,0.03532735896895756,0.04028500602763667,0.010750072208187135,0.0395202436376549,0.035894189575047517,0.05791648636753996,0.002651384194186645,0.009503484007289831,0.01295890250688387,0.04942707142892586,0.02631901048372686,0.0013153311438125225,0.13074304632742462,0.010459306013203754
102,0.02205242168092832,0.0,0.00034848824557704886,0.013222652250922633,0.000855277441382808,0.00026368225193270224,0.0006856812208388682,0.0008886530660321592,0.0,0.002918625873687734,0.00035366422877700733,0.04656240565837764,0.0,0.0013840654493383515,0.0007467233039278677,0.018674295497741213,0.017561711110337688,0.546245599078503
107,0.0,0.0,0.004116000761884604,0.002086962972675509,0.0554639110106388,0.0,0.047168934109480615,0.0,0.006317208609743265,0.0,0.006941939739170836,0.010767447690404951,0.03636463964314021,0.002114665108764376,0.19949035453457922,0.09554388301061621,0.0012335706357751424,0.0
110,0.0007892042299708582,0.004398046076568924,0.024765012520554512,0.023401367692289107,0.06069766854414025,0.0,0.044331709792363054,0.00475761633989627,0.009646965829342295,0.0,0.015361793785166738,0.0028255989922682306,0.08446386425399294,0.0005483826698248022,0.23452951400894356,0.03274707601912034,0.0037715665917857554,0.0
114,0.012612271901602927,0.005207216628262705,0.010004528574473717,0.020781335842132757,0.017533462863914846,0.001543375860986764,0.03026435797889688,0.0016995497280439691,0.013943195989428815,0.007430784485194908,0.013933053083902972,0.03856612762028655,0.02527704122339434,0.27367623261770735,0.13480621543037283,0.06469518523667998,0.0,0.040291432163968306
